00:00;OK
00:01;DANGER
00:02;DANGER
00:03;DANGER
00:04;WARNING
00:05;WARNING
00:06;DANGER
00:07;DANGER
00:08;OK
00:09;DANGER
00:10;DANGER
00:11;DANGER
00:12;DANGER
00:13;DANGER
00:14;WARNING
00:15;DANGER
00:16;DANGER
00:17;WARNING
00:18;DANGER
00:19;DANGER
00:20;DANGER
00:21;DANGER
00:22;DANGER
00:23;DANGER
00:24;DANGER
00:25;DANGER
00:26;DANGER
00:27;DANGER
00:28;WARNING
00:29;WARNING
00:30;DANGER
00:31;DANGER
00:32;DANGER
00:33;DANGER
00:34;WARNING
00:35;DANGER
00:36;WARNING
00:37;WARNING
00:38;WARNING
00:39;OK
00:40;OK
00:41;WARNING
00:42;WARNING
00:43;OK
00:44;WARNING
00:45;DANGER
00:46;OK
00:47;OK
00:48;OK
00:49;WARNING
00:50;OK
00:51;OK
00:52;DANGER
00:53;OK
00:54;WARNING
00:55;WARNING
00:56;WARNING
00:57;OK
00:58;OK
00:59;WARNING
01:00;OK
01:01;OK
01:02;OK
01:03;DANGER
01:04;OK
01:05;OK
01:06;WARNING
01:07;DANGER
01:08;DANGER
01:09;DANGER
01:10;WARNING
01:11;WARNING
01:12;WARNING
01:13;WARNING
01:14;DANGER
01:15;OK
01:16;WARNING
01:17;WARNING
01:18;WARNING
01:19;DANGER
01:20;DANGER
01:21;DANGER
01:22;OK
01:23;WARNING
01:24;OK
01:25;OK
01:26;DANGER
01:27;OK
01:28;OK
01:29;OK
01:30;OK
01:31;DANGER
01:32;DANGER
01:33;OK
01:34;OK
01:35;OK
01:36;OK
01:37;OK
01:38;WARNING
01:39;OK
01:40;OK
01:41;OK
01:42;WARNING
01:43;WARNING
01:44;WARNING
01:45;OK
01:46;DANGER
01:47;DANGER
01:48;DANGER
01:49;DANGER
01:50;OK
01:51;WARNING
01:52;WARNING
01:53;DANGER
01:54;OK
01:55;DANGER
01:56;DANGER
01:57;DANGER
01:58;DANGER
01:59;WARNING
02:00;DANGER
02:01;DANGER
02:02;DANGER
02:03;DANGER
02:04;OK
02:05;OK
02:06;OK
02:07;OK
02:08;WARNING
02:09;OK
02:10;OK
02:11;DANGER
02:12;WARNING
02:13;WARNING
02:14;DANGER
02:15;OK
02:16;DANGER
02:17;DANGER
02:18;OK
02:19;OK
02:20;WARNING
02:21;OK
02:22;OK
02:23;OK
02:24;DANGER
02:25;OK
02:26;OK
02:27;OK
02:28;OK
02:29;WARNING
02:30;DANGER
02:31;DANGER
02:32;DANGER
02:33;WARNING
02:34;WARNING
02:35;WARNING
02:36;WARNING
02:37;OK
02:38;WARNING
02:39;OK
02:40;OK
02:41;WARNING
02:42;WARNING
02:43;DANGER
02:44;WARNING
02:45;OK
02:46;OK
02:47;WARNING
02:48;OK
02:49;OK
02:50;OK
02:51;OK
02:52;OK
02:53;OK
02:54;WARNING
02:55;WARNING
02:56;WARNING
02:57;DANGER
02:58;DANGER
02:59;WARNING
03:00;WARNING
03:01;DANGER
03:02;WARNING
03:03;WARNING
03:04;WARNING
03:05;WARNING
03:06;WARNING
03:07;DANGER
03:08;DANGER
03:09;DANGER
03:10;WARNING
03:11;OK
03:12;OK
03:13;OK
03:14;OK
03:15;DANGER
03:16;DANGER
03:17;DANGER
03:18;DANGER
03:19;DANGER
03:20;OK
03:21;DANGER
03:22;DANGER
03:23;OK
03:24;OK
03:25;OK
03:26;OK
03:27;OK
03:28;OK
03:29;WARNING
03:30;DANGER
03:31;OK
03:32;DANGER
03:33;WARNING
03:34;WARNING
03:35;DANGER
03:36;DANGER
